133849889	-10916303092026977	-10916132092026477	3	null
133849888	-10916132092026477	-10916150092025777	3	null
133849887	-10916321092026277	-10916150092025777	3	null
133849886	-10915979092026077	-10915961092025277	3	null
133849884	-10915961092025277	-10915889092023977	3	null
133849883	-10915889092023977	-10915871092023577	3	null
133849879	-10916204092029577	-10916231092028877	3	null
133849878	-10916231092028877	-10916249092028377	3	null
133849877	-10916249092028377	-10916276092027677	3	null
133849876	-10916321092027677	-10916276092027677	3	null
133849875	-10916294092028977	-10916321092027677	3	null
133849874	-10916429092027977	-10916321092027677	3	null
133849873	-10916375092029177	-10916389492028857	3	null
133849872	-10916600092028377	-10916429092027977	3	null
133849871	-10916276092027677	-10916303092026977	3	null
133849870	-10916456092027277	-10916303092026977	3	null
133849869	-10916303092026977	-10916321092026277	3	null
133849868	-10916321092026277	-10916330092026077	3	null
133849867	-10916483092026577	-10916330092026077	3	null
133849866	-10916150092025777	-10916213092024477	3	null
133849865	-10916375092024877	-10916213092024477	3	null
133849864	-10916213092024477	-10916222092023877	3	null
133849863	-10916393092024377	-10916222092023877	3	null
133849862	-10916222092023877	-10916249092023177	3	null
133849861	-10916420092023677	-10916249092023177	3	null
133849860	-10916249092023177	-10916276092022577	3	null
133849859	-10916447092023077	-10916276092022577	3	null
133849858	-10916330092026077	-10916366092025377	3	null
133849857	-10916519092025777	-10916464372025634	3	null
133849856	-10916366092025377	-10916375092024877	3	null
133849855	-10916375092024877	-10916393092024677	3	null
133849854	-10916483092024977	-10916393092024677	3	null
133849853	-10916393092024677	-10916393092024377	3	null
133849852	-10916393092024377	-10916402092024077	3	null
133849851	-10916510092024377	-10916402092024077	3	null
133849850	-10916402092024077	-10916420092023677	3	null
133849849	-10916519092023977	-10916420092023677	3	null
133849848	-10915277092023277	-10915304092022477	3	null
133849847	-10915430092022777	-10915387522022676	3	null
133849846	-10915304092022477	-10915332352022160	3	null
133849845	-10915277452022023	-10915392832019322	3	null
133849843	-10915332352022160	-10915430092019077	3	null
133849840	-10915736092016377	-10915646092016177	3	null
133849839	-10915817092016677	-10915736092016377	3	null
133849838	-10915880092016877	-10915817092016677	3	null
133849836	-10915457092015777	-10915412092015577	3	null
133849835	-10915547092015977	-10915457092015777	3	null
133849834	-10915430092019077	-10915547092015977	3	null
133849833	-10915646092016177	-10915547092015977	3	null
133849832	-10915457092015777	-10915466092014077	3	null
133849831	-10915511092014177	-10915466092014077	3	null
133849830	-10915601092014477	-10915511092014177	3	null
133849825	-10915466092014077	-10915457092012477	3	null
133849824	-10915556092012777	-10915457092012477	3	null
133849823	-10915457092012477	-10915457092011877	3	null
133849821	-10915682092012077	-10915439092011377	3	null
133849820	-10915511092014177	-10915556092012777	3	null
133849819	-10915655092012977	-10915556092012777	3	null
133849818	-10915556092012777	-10915574092012277	3	null
133849816	-10915646092016177	-10915691092014677	3	null
133849815	-10915790092014877	-10915691092014677	3	null
133849814	-10915547092015977	-10915601092014477	3	null
133849813	-10915691092014677	-10915601092014477	3	null
133849812	-10915601092014477	-10915655092012977	3	null
133849811	-10915745092013277	-10915655092012977	3	null
133849810	-10915736092016377	-10915790092014877	3	null
133849809	-10915871092015177	-10915790092014877	3	null
133849808	-10915691092014677	-10915745092013277	3	null
133849807	-10915835092013577	-10915745092013277	3	null
133849806	-10915790092014877	-10915835092013577	3	null
133849805	-10915916092013777	-10915835092013577	3	null
133849804	-10915655092012977	-10915662202012819	3	null
133849802	-10915682092012077	-10915754092009777	3	null
133849801	-10915844092009977	-10915754092009777	3	null
133849800	-10915988182010377	-10915844092009977	3	null
133849798	-10916231092017977	-10916042092017277	3	null
133849797	-10916195092020577	-10916213092020177	3	null
133849796	-10916348092020477	-10916213092020177	3	null
133849795	-10916213092020177	-10916240092019477	3	null
133849794	-10916366092019877	-10916240092019477	3	null
133849793	-10916276092022577	-10916303092021777	3	null
133849792	-10916465092022277	-10916303092021777	3	null
133849791	-10916303092021777	-10916321092021177	3	null
133849790	-10916492092021677	-10916321092021177	3	null
133849789	-10916321092021177	-10916348092020477	3	null
133849788	-10916519092020977	-10916348092020477	3	null
133849787	-10916348092020477	-10916366092019877	3	null
133849786	-10916546092020377	-10916366092019877	3	null
133849785	-10916240092019477	-10916258092018777	3	null
133849784	-10916402092019177	-10916258092018777	3	null
133849783	-10916285092018177	-10916231092017977	3	null
133849782	-10916258092018777	-10916285092018177	3	null
133849781	-10916420092018477	-10916285092018177	3	null
133849780	-10916366092019877	-10916402092019177	3	null
133849779	-10916564092019577	-10916402092019177	3	null
133849778	-10916402092019177	-10916420092018477	3	null
133849777	-10916591092018877	-10916420092018477	3	null
133849776	-10915817092016677	-10915871092015177	3	null
133849775	-10915871092015177	-10915916092013777	3	null
133849774	-10915979092013877	-10915916092013777	3	null
133849772	-10916141092014277	-10915979092013877	3	null
133849771	-10916042092017277	-10916141092014277	3	null
133849770	-10916321092014777	-10916141092014277	3	null
133849766	-10916015182010477	-10915988182010377	3	null
133849762	-10916015182010477	-10916087182010677	3	null
133849760	-10916775502051677	-10916789092051376	5	null
133849759	-10916573182015477	-10916321092014777	3	null
133849758	-10916141092014277	-10916222182012077	3	null
133849757	-10916384182012677	-10916222182012077	3	null
133849756	-10916222182012077	-10916240182011577	3	null
133849755	-10916775502051677	-10916774872051677	5	null
133849749	-10916285182011377	-10916258182011177	3	null
133849746	-10916321092014777	-10916384182012677	3	null
133849745	-10916474182012977	-10916384182012677	3	null
133849743	-10916258182011177	-10916278162010600	3	null
133849738	-10915501912105975	-10916563912105975	3	null
133849737	-10916543572102885	-10916543482102976	3	null
133849736	-10916785132051387	-10916717092051576	5	null
133849734	-10917259072110110	-10917243952113612	3	null
133849730	-10916543482102976	-10917311002103075	3	null
133849729	-10916543482102976	-10916563912105975	3	null
133849725	-10915896652092208	-10915646002100275	0	null
133849723	-10916563912105975	-10916582002105975	3	null
133849722	-10916798002080676	-10916915002080776	3	null
133849721	-10916563912105975	-10916582002105975	3	null
133849720	-10916915002080776	-10917347002080876	3	null
133849719	-10916430892080326	-10916456002080076	3	null
133849718	-10916456002080076	-10916798002080676	3	null
133849717	-10916474002079476	-10916456002080076	3	null
133849716	-10916474002079476	-10916699002079776	3	null
133849715	-10916492002078676	-10916474002079476	3	null
133849714	-10916492002078676	-10916717002079076	3	null
133849713	-10916510002077976	-10916492002078676	3	null
133849712	-10916510002077976	-10916726002078376	3	null
133849711	-10916528002077076	-10916510002077976	3	null
133849710	-10916528002077076	-10916744002077676	3	null
133849709	-10916717002079076	-10916699002079776	3	null
133849708	-10916717002079076	-10916816002079176	3	null
133849707	-10916726002078376	-10916717002079076	3	null
133849706	-10916474002076276	-10916334142079967	3	null
133849705	-10916474002076276	-10916546002076376	3	null
133849704	-10916546002076376	-10916528002077076	3	null
133849703	-10916546002076376	-10916825002077176	3	null
133849702	-10916564002075776	-10916546002076376	3	null
133849701	-10916564002075776	-10916879002075376	3	null
133849700	-10916564002075376	-10916564002075776	3	null
133849699	-10916447002074976	-10916231002083076	0	null
133849698	-10916816002079176	-10916798002080676	3	null
133849697	-10916744002077676	-10916726002078376	3	null
133849696	-10916744002077676	-10916825002077776	3	null
133849695	-10916825002077776	-10916816002079176	3	null
133849694	-10916825002077176	-10916825002077776	3	null
133849693	-10916915002079976	-10916915002080776	3	null
133849692	-10916816002079176	-10916915002079176	3	null
133849691	-10916915002079176	-10916915002079976	3	null
133849690	-10916915002078476	-10916915002079176	3	null
133849689	-10916924002077576	-10916915002078476	3	null
133849688	-10916915002077276	-10916924002077576	3	null
133849687	-10916816002073876	-10916879002075376	3	null
133849686	-10916879002075376	-10916924002075976	3	null
133849685	-10916825002077176	-10916924002075976	3	null
133849682	-10916816002073876	-10917095002076876	3	null
133849677	-10917347002080876	-10917464002080576	3	null
133849676	-10916924002077576	-10917149002077576	3	null
133849675	-10917149002077576	-10917194002078376	3	null
133849674	-10916915002079976	-10917293002079776	3	null
133849673	-10917293002079776	-10917347002080876	3	null
133849672	-10916915002079176	-10917248002079076	3	null
133849671	-10917248002079076	-10917293002079776	3	null
133849670	-10916915002078476	-10917194002078376	3	null
133849669	-10917194002078376	-10917248002079076	3	null
133849667	-10917131002076876	-10917149002077576	3	null
133849666	-10917095002076876	-10917131002076876	3	null
133849665	-10917248002076876	-10917329002078776	3	null
133849664	-10917131002076876	-10917248002076876	3	null
133849663	-10917329002078776	-10917464002080576	3	null
133849662	-10917248002079076	-10917329002078776	3	null
133849661	-10917392002077876	-10917419002078376	3	null
133849660	-10917329002078776	-10917419002078376	3	null
133849659	-10917419002078376	-10917436282078632	3	null
133849658	-10917464002080576	-10917527002079976	3	null
133849657	-10917392002077876	-10917491092077476	3	null
133849656	-10917491092077476	-10917491002078176	3	null
133849655	-10917491092077476	-10917554092077376	3	null
133849654	-10917554092077376	-10917617092077476	3	null
133849653	-10917248002076876	-10917545092076576	3	null
133849652	-10917545092076576	-10917554092077376	3	null
133849651	-10916492002073376	-10916447002074976	0	null
133849650	-10916474002071576	-10916402002072176	3	null
133849649	-10916510002071076	-10916474002071576	3	null
133849648	-10916411002072976	-10916555002070976	5	null
133849647	-10916555002070976	-10916492002073376	0	null
133849645	-10916555002070976	-10916600002073376	5	null
133849644	-10916600002073376	-10916447002074976	5	null
133849643	-10916492002073376	-10916600002073376	3	null
133849642	-10916672002073376	-10916474002076276	3	null
133849641	-10916600002073376	-10916672002073376	3	null
133849640	-10916528002070276	-10916510002071076	3	null
133849638	-10916546002069576	-10916528002070276	3	null
133849637	-10916555002068976	-10916546002069576	3	null
133849636	-10916564002068176	-10916555002068976	3	null
133849634	-10916672002070076	-10916751382070102	3	null
133849633	-10916671282069057	-10916645182069630	3	null
133849631	-10916717002069076	-10916762092069176	3	null
133849630	-10916694682068439	-10916671282069057	3	null
133849629	-10916816002073376	-10916816002073876	3	null
133849628	-10916672002073376	-10916816002073376	3	null
133849627	-10916976112072788	-10916906092072780	3	null
133849626	-10916816002073376	-10916987002073376	3	null
133849625	-10916987002073376	-10916976112072788	3	null
133849621	-10916762092069176	-10916753002069476	3	null
133849620	-10916762092069176	-10916843092069076	3	null
133849619	-10916843092069076	-10916843092069476	3	null
133849618	-10916976112072788	-10916976832071834	3	null
133849616	-10916843092069076	-10916978092069076	3	null
133849615	-10916978092069076	-10916978092070176	3	null
133849614	-10916438002066876	-10916483002066676	3	null
133849613	-10916483002066676	-10916564002068176	3	null
133849612	-10916685052066143	-10916575882070072	0	null
133849608	-10916555092062676	-10916690092063076	0	null
133849607	-10916474092061376	-10916438092062476	3	null
133849606	-10916474092061376	-10916582092061576	3	null
133849605	-10916582092061576	-10916555092062676	3	null
133849604	-10916582092061576	-10916636092061776	3	null
133849602	-10916708092065176	-10916690092063076	5	null
133849601	-10916690092063076	-10916744092063176	0	null
133849600	-10916834092066176	-10916749672066181	3	null
133849599	-10916978092066176	-10916978092069076	3	null
133849598	-10916834092066176	-10916978092066176	3	null
133849597	-10916744092065276	-10916969092065276	3	null
133849596	-10916969092065276	-10916978092066176	3	null
133849595	-10916744092063176	-10916708092065176	0	null
133849594	-10916744092063176	-10916825092063376	0	null
133849593	-10916825092063376	-10916708092065176	5	null
133849592	-10916825092063376	-10916978092063776	2	null
133849591	-10916690092063076	-10916780092061176	5	null
133849590	-10916780092061176	-10916744092063176	0	null
133849589	-10916780092061176	-10916808892062584	5	null
133849588	-10916852092062476	-10916861092062476	3	null
133849587	-10916861092062476	-10916969092062576	3	null
133849586	-10916978092063776	-10916969092065276	3	null
133849585	-10916978092063776	-10917257092064676	2	null
133849584	-10916969092062576	-10916978092063776	3	null
133849583	-10917086092072376	-10917095092073276	3	null
133849582	-10916987002073376	-10917095092073276	3	null
133849580	-10917248092069576	-10917252592070529	3	null
133849579	-10917131092069576	-10917248092069576	3	null
133849578	-10916969092065276	-10917248092065276	3	null
133849577	-10917248092065276	-10917248092069576	3	null
133849576	-10917257092064676	-10917248092065276	3	null
133849575	-10917257092064676	-10917913642066579	2	null
133849574	-10916969092062576	-10917248092062476	3	null
133849573	-10917248092062476	-10917509092062576	3	null
133849572	-10917554092062976	-10917554092063576	3	null
133849571	-10917509092062576	-10917554092062576	3	null
133849570	-10917554092062576	-10917554092062976	3	null
133849569	-10917617092077476	-10917617092077676	3	null
133849568	-10917617092077476	-10917725092077376	3	null
133849567	-10917725092077376	-10917725092077676	3	null
133849566	-10917725092077376	-10917779092077776	3	null
133849565	-10917527002079976	-10918085092078776	3	null
133849564	-10917545092076576	-10917770092076476	3	null
133849563	-10917589102052293	-10917589102052273	5	null
133849562	-10917588832053472	-10917564262053404	5	null
133849561	-10917588832053472	-10917588832053471	5	null
133849559	-10917266092073376	-10918103092073276	3	null
133849558	-10917653092062976	-10917671092063976	3	null
133849557	-10917554092062976	-10917653092062976	3	null
133849556	-10917752092062976	-10917761092063976	3	null
133849555	-10917554092062576	-10917752092062576	3	null
133849554	-10917752092062576	-10917752092062976	3	null
133849553	-10917752092062576	-10917950092062476	3	null
133849552	-10917588832053471	-10917590092053476	3	null
133849551	-10918085092067076	-10918103092073276	3	null
133849550	-10918085092067076	-10918364092067876	2	null
133849549	-10917588832053471	-10917588832053464	5	null
133849547	-10917588832053464	-10917590092053476	5	null
133849546	-10918076092062476	-10918085092067076	3	null
133849545	-10917950092062476	-10918076092062476	3	null
133849544	-10917588832053464	-10917589102052293	5	null
133849543	-10918103092073276	-10918391092073276	3	null
133849541	-10918364092067876	-10918688092068876	2	null
133849539	-10918076092062476	-10918247092062476	3	null
133849537	-10918688092062476	-10918688092068876	3	null
133849536	-10918247092062476	-10918688092062476	3	null
133849535	-10917653092062976	-10917752092062976	3	null
133849533	-10919336092091276	-10919768092093776	3	null
133849531	-10919768092093776	-10919921092093776	3	null
133849530	-10919921092093776	-10920056092093776	3	null
133849529	-10919930092092876	-10919921092093776	3	null
133849528	-10919930092092876	-10920056092093776	3	null
133849527	-10920056092093776	-10920686092094675	3	null
133849526	-10920686092094675	-10920758092095475	3	null
133849525	-10920686092094675	-10920758092094775	3	null
133849523	-10920758092094775	-10920758092095475	3	null
133849520	-10918391092073276	-10919255092073176	3	null
133849518	-10919489092071076	-10919552092071376	2	null
133849516	-10919552092071376	-10919768092071976	2	null
133849514	-10919768092071976	-10919822092072076	2	null
133849513	-10919822092072076	-10919921092072376	2	null
133849512	-10918688092062476	-10919660092061976	3	null
133849507	-10919930182082638	-10919937022092785	3	null
133849506	-10919930182082638	-10919132332082943	3	null
133849491	-10920695182064676	-10920695092071976	3	null
133849490	-10916492092060476	-10916474092061376	3	null
133849489	-10916492092060476	-10916609092060676	3	null
133849488	-10916519092059576	-10916492092060476	3	null
133849487	-10916519092059576	-10916627092059776	3	null
133849486	-10916546092058476	-10916519092059576	3	null
133849485	-10916546092058476	-10916645092058676	3	null
133849484	-10916609092060676	-10916582092061576	3	null
133849483	-10916609092060676	-10916654092060776	3	null
133849482	-10916627092059776	-10916609092060676	3	null
133849481	-10916627092059776	-10916681092059776	3	null
133849480	-10916645092058676	-10916627092059776	3	null
133849479	-10916645092058676	-10916825092059076	3	null
133849478	-10916672092057776	-10916645092058676	3	null
133849477	-10916672092057776	-10916780092058076	3	null
133849476	-10916447092057276	-10916420092058276	3	null
133849475	-10916447092057276	-10916564092057576	3	null
133849474	-10916474092056276	-10916447092057276	3	null
133849472	-10916564092057576	-10916546092058476	3	null
133849471	-10916564092057576	-10916672092057776	3	null
133849469	-10916492092055276	-10916609092055476	3	null
133849467	-10916519092054676	-10916492092055276	3	null
133849466	-10916591092056476	-10916564092057576	3	null
133849465	-10916591092056476	-10916699092056676	3	null
133849464	-10916699092056676	-10916672092057776	3	null
133849463	-10916699092056676	-10916861092056976	3	null
133849462	-10916609092055476	-10916591092056476	3	null
133849461	-10916609092055476	-10916717092055676	3	null
133849460	-10916825092059076	-10916780092061176	0	null
133849459	-10916825092059076	-10916978092059376	3	null
133849457	-10916978092059376	-10917023092059476	3	null
133849455	-10916861092056976	-10916840032058204	0	null
133849452	-10916744092054676	-10916717092055676	3	null
133849451	-10916861092056976	-10916861092054876	5	null
133849450	-10916519092054176	-10916519092054676	3	null
133849446	-10916546092053176	-10916519092054176	3	null
133849445	-10916546092053176	-10916663092053376	3	null
133849444	-10916774692051677	-10916771092051776	3	null
133849443	-10916339092051876	-10916465092051476	3	null
133849442	-10916474092051476	-10916465092051476	3	null
133849441	-10916645092054476	-10916609092055476	3	null
133849440	-10916645092054476	-10916744092054676	3	null
133849438	-10916654092054176	-10916645092054476	3	null
133849437	-10916663092053376	-10916654092054176	3	null
133849436	-10916663092053376	-10916780092053676	3	null
133849435	-10916774692051677	-10916771092051676	5	null
133849434	-10916474092051476	-10916654092051376	3	null
133849433	-10916654092051376	-10916717092051576	3	null
133849432	-10916690092052576	-10916663092053376	3	null
133849431	-10916690092052576	-10916798092052776	3	null
133849429	-10916690092052176	-10916690092052576	3	null
133849428	-10916717092051576	-10916690092052176	3	null
133849427	-10916753092051776	-10916717092051576	5	null
133849426	-10916510092049777	-10916627092049877	3	null
133849425	-10916528092049177	-10916510092049777	3	null
133849424	-10916528092049177	-10916645092049377	3	null
133849419	-10916627092049877	-10916681092050176	3	null
133849417	-10916663092051076	-10916726092051176	3	null
133849415	-10916726092051176	-10916717092051576	3	null
133849414	-10916726092051176	-10916789092051276	3	null
133849412	-10916681092050176	-10916735092050576	3	null
133849411	-10916645092049377	-10916627092049877	3	null
133849410	-10916645092049377	-10916699092049477	3	null
133849408	-10916699092049477	-10916762092049577	3	null
133849407	-10916663092048477	-10916645092049377	3	null
133849403	-10916780092053676	-10916744092054676	3	null
133849401	-10916780092053676	-10916852092053776	3	null
133849400	-10916861092054876	-10916852092053776	5	null
133849399	-10916798092052776	-10916780092053676	3	null
133849398	-10916771092052076	-10916753092051776	5	null
133849396	-10916852092053776	-10916771092052076	5	null
133849395	-10916771092051676	-10916753092051776	5	null
133849393	-10917077092051776	-10916775502051677	5	null
133849392	-10916789092051376	-10916786212051384	5	null
133849391	-10916771092051776	-10916775502051677	5	null
133849389	-10916861092054876	-10916879092053776	5	null
133849388	-10916852092053776	-10916879092053776	3	null
133849387	-10916879092053776	-10916924092053876	3	null
133849386	-10916924092053876	-10916861092056976	0	null
133849385	-10916924092053876	-10917014092053976	3	null
133849384	-10917014092053976	-10916861092056976	5	null
133849383	-10917014092053976	-10917149092054276	3	null
133849382	-10916672092050576	-10916735092050576	5	null
133849381	-10916735092050576	-10916726092051176	3	null
133849380	-10916735092050576	-10916798092051076	3	null
133849379	-10916789092051276	-10916785132051387	3	null
133849377	-10916798092051076	-10916789092051309	3	null
133849375	-10916852092050576	-10917077092051776	5	null
133849374	-10916735092050576	-10916816092050476	5	null
133849372	-10916816092050476	-10916852092050576	5	null
133849371	-10916762092049577	-10916735092050576	3	null
133849369	-10916789092048677	-10916762092049577	3	null
133849362	-10917023092059476	-10916953972060756	3	null
133849361	-10917023092059476	-10917293092059976	3	null
133849359	-10917293092059976	-10917248092062476	3	null
133849358	-10917293092059976	-10917375892060161	3	null
133849354	-10917375892060161	-10917554092060476	3	null
133849353	-10917375892060161	-10917395062059421	3	null
133849351	-10917554092060476	-10917509092062576	3	null
133849350	-10917675232060741	-10917554092060476	3	null
133849349	-10917338092054676	-10917419092054876	3	null
133849348	-10917419092054876	-10917518092055076	3	null
133849346	-10917563092057676	-10917626092057876	3	null
133849344	-10917536092056176	-10917590092056276	3	null
133849343	-10917590092056276	-10917563092057676	3	null
133849342	-10917590092056276	-10917662092056376	3	null
133849341	-10917500092055976	-10917536092056176	3	null
133849340	-10917518092055076	-10917500092055976	3	null
133849339	-10917518092055076	-10917554092055176	3	null
133849337	-10917554092055176	-10917608092055276	3	null
133849336	-10917059092053476	-10917014092053976	5	null
133849335	-10917149092054276	-10917239092054476	3	null
133849334	-10916879092053776	-10917032092052176	5	null
133849333	-10917032092052176	-10916924092053876	0	null
133849332	-10917077092052076	-10917059092053476	5	null
133849331	-10917032092052176	-10917077092052076	5	null
133849330	-10916771092051776	-10917077092051776	3	null
133849329	-10917077092051776	-10917032092052176	0	null
133849328	-10917077092051776	-10917077092052076	5	null
133849327	-10917077092051776	-10917122092051876	3	null
133849326	-10917086092051676	-10917077092051776	5	null
133849325	-10917122092051676	-10917086092051676	5	null
133849324	-10917520612003744	-10917563182001378	3	null
133849323	-10917374092052876	-10917266092052876	5	null
133849322	-10917077092052076	-10917122092051876	5	null
133849321	-10917374092052876	-10917122092051876	5	null
133849320	-10917122092051676	-10917077092051776	0	null
133849319	-10917122092051876	-10917122092051676	5	null
133849318	-10917167092053376	-10917149092054276	3	null
133849317	-10917167092053376	-10917257092053576	3	null
133849316	-10917167092053076	-10917167092053376	3	null
133849315	-10917239092054476	-10917338092054676	3	null
133849314	-10917257092053576	-10917239092054476	3	null
133849313	-10917257092053576	-10917356092053776	3	null
133849312	-10917266092053176	-10917257092053576	3	null
133849311	-10917122092051876	-10917563452053366	3	null
133849310	-10917405052006625	-10917311182006277	3	null
133849309	-10917122092051876	-10917410092051676	5	null
133849308	-10917563452053366	-10917588832053471	3	null
133849307	-10916852092050576	-10917140092050077	5	null
133849306	-10917086092051676	-10917140092050077	5	null
133849305	-10917103912048154	-10917088792048787	3	null
133849304	-10917169882048245	-10917103912048154	3	null
133849303	-10917169882048245	-10917154762048787	3	null
133849302	-10917325042048421	-10917169882048245	3	null
133849301	-10917356092053776	-10917338092054676	3	null
133849300	-10917356092053776	-10917446092053976	3	null
133849299	-10917365092053476	-10917356092053776	3	null
133849298	-10917446092053976	-10917419092054876	3	null
133849297	-10917446092053976	-10917536092054076	3	null
133849296	-10917590092053476	-10917588832053472	5	null
133849295	-10917410092051676	-10917446092051776	3	null
133849294	-10917410092051676	-10917559132053166	5	null
133849293	-10917446092051776	-10917535732052087	3	null
133849292	-10917455092053676	-10917446092053976	3	null
133849291	-10917536092054076	-10917518092055076	3	null
133849290	-10917536092054076	-10917581092054176	3	null
133849288	-10917581092054176	-10917585412054192	3	null
